"Espacialidades";"Estado";"Código";"Esperança de vida ao nascer 2010";"Mortalidade infantil 2010";"Taxa de analfabetismo - 15 anos ou mais 2010";"% de pobres 2010";"% de vulneráveis à pobreza 2010"
"Rafael Godeiro";"RN";2410603;72,32;20,2;25,81;34,67;59,74
"Riacho da Cruz";"RN";2410702;70,03;26,6;25,85;39,06;69,28
"Riacho de Santana";"RN";2410801;71,56;22,2;27,45;42,55;65,05
"Riachuelo";"RN";2410900;71,01;23,7;30,28;44,06;69,2
"Rodolfo Fernandes";"RN";2411007;70,5;25,2;30,44;38,54;63,05
"Tibau";"RN";2411056;71,13;23,4;22,61;25,79;55,13
"Ruy Barbosa";"RN";2411106;71,8;21,6;30,96;45,02;70,02
"Santa Cruz";"RN";2411205;70,67;24,7;24,23;34,56;59,41
"Santana do Matos";"RN";2411403;71,04;23,6;28,98;43,45;69,32
"Santana do Seridó";"RN";2411429;71,04;23,6;19,54;24,2;50,78
"Santo Antônio";"RN";2411502;71,94;21,2;30,4;38,2;65,27
"São Bento do Norte";"RN";2411601;70,62;24,8;32,41;49,87;75,78
"São Bento do Trairí";"RN";2411700;70,79;24,4;28,19;47,25;73,45
"São Fernando";"RN";2411809;69,98;26,7;27,2;24,88;56,39
"São Francisco do Oeste";"RN";2411908;71,75;21,7;26,86;25,45;56,54
"São Gonçalo do Amarante";"RN";2412005;74,72;14,6;14,74;18,83;47,58
"São João do Sabugi";"RN";2412104;71,73;21,8;20,42;24,26;49,4
"São José de Mipibu";"RN";2412203;69,86;27,1;24,52;37,28;63,45
"São José do Campestre";"RN";2412302;72,34;20,2;29,13;39,43;65,6
"São José do Seridó";"RN";2412401;73,89;16,4;16,23;16,28;41,45
"São Miguel";"RN";2412500;69,83;27,76;30,17;38,55;65,14
"São Miguel do Gostoso";"RN";2412559;72,39;20;29,63;42,01;67,38
"São Paulo do Potengi";"RN";2412609;69,63;27,8;25,22;32,43;58,61
"São Pedro";"RN";2412708;72,62;21,69;30,39;39,67;64,81
"São Rafael";"RN";2412807;72,19;20,6;31,55;33,38;59,63
"São Tomé";"RN";2412906;71,22;23,2;30,91;36,86;63,86
"São Vicente";"RN";2413003;72,19;20,6;23,22;29,46;56,35
"Senador Elói de Souza";"RN";2413102;70,12;26,3;31,07;48,58;73,46
"Senador Georgino Avelino";"RN";2413201;69,89;27;27,45;39,67;70,66
"Serra de São Bento";"RN";2413300;69,46;28,3;37,01;43,8;67,54
"Serra do Mel";"RN";2413359;71,35;22,8;25,15;33,57;66,69
"Serra Negra do Norte";"RN";2413409;72,22;20,5;25,16;27,78;57,23
"Serrinha";"RN";2413508;70,42;25,4;31,62;44,27;67,13
"Serrinha dos Pintos";"RN";2413557;71,92;21,3;26,27;38,39;65,82
"Severiano Melo";"RN";2413607;68,65;30,9;28,24;40,01;61,2
"Sítio Novo";"RN";2413706;68,32;32;31,22;44,04;71,99
"Taboleiro Grande";"RN";2413805;72,51;19,8;23,23;37,62;67,25
"Taipu";"RN";2413904;71,68;21,9;34,33;41,08;68,98
"Tangará";"RN";2414001;71,21;23,2;26,77;40,15;67,67
"Tenente Ananias";"RN";2414100;71,73;21,8;26,35;30,98;60,95
"Tenente Laurentino Cruz";"RN";2414159;69,21;29,1;21,96;38,97;67,52
"Tibau do Sul";"RN";2414209;72,62;21,69;21,48;25,13;49,87
"Timbaúba dos Batistas";"RN";2414308;68,35;31,9;23,23;11,76;41,48
"Touros";"RN";2414407;67,95;33,2;29,63;43,37;67,41
"Triunfo Potiguar";"RN";2414456;68,81;30,4;29,83;35,84;57,61
"Umarizal";"RN";2414506;72,49;19,8;25,54;33,29;61,96
"Upanema";"RN";2414605;70,5;25,2;28,69;45,63;67,67
"Várzea";"RN";2414704;71,28;23;31,24;33,25;63,05
"Venha-Ver";"RN";2414753;68,31;32;32,42;48,98;77,57
"Vera Cruz";"RN";2414803;69,12;29,4;31,68;31,47;64,85
"Viçosa";"RN";2414902;69,81;27,2;22,42;36,19;69,34
"Vila Flor";"RN";2415008;68,29;32,1;23,99;30,15;72,26
"Água Branca";"PB";2500106;67,72;34,9;26,36;46,27;71,11
"Aguiar";"PB";2500205;70,17;26,9;37,65;38,4;63,76
"Alagoa Grande";"PB";2500304;72,83;19,5;34,7;39,36;69,77
"Alagoa Nova";"PB";2500403;69,93;27,6;28,54;43,82;67,03
"Alagoinha";"PB";2500502;72,72;19,8;35,29;42,05;67,22
"Alcantil";"PB";2500536;70,91;24,7;30,6;41,92;66,1
"Algodão de Jandaíra";"PB";2500577;69,93;27,6;32,68;44,78;70,3
"Alhandra";"PB";2500601;71,69;22,5;26,27;39,52;69,27
"São João do Rio do Peixe";"PB";2500700;71,94;21,8;27,83;38,29;60,24
"Amparo";"PB";2500734;70,14;27;21,49;47,32;71,88
"Aparecida";"PB";2500775;69,79;28;29,29;38,01;64,52
"Araçagi";"PB";2500809;69,7;28,3;38,6;47,59;70,62
"Arara";"PB";2500908;67,69;35;38,52;42,53;64,33
"Araruna";"PB";2501005;70,45;26;39,54;44,45;67,3
"Areia";"PB";2501104;70,34;26,3;29,96;36,99;63,14
"Areia de Baraúnas";"PB";2501153;65,81;42;32,56;37,49;64,33
"Areial";"PB";2501203;71,75;22,3;26,65;37,1;61,06
"Aroeiras";"PB";2501302;69,71;28,2;35,56;51,12;72,5
"Assunção";"PB";2501351;69,3;29,6;26,26;34,81;63,33
"Baía da Traição";"PB";2501401;68,84;31,1;25,2;51,72;72,76
"Bananeiras";"PB";2501500;70,98;24,5;35,39;48,12;69,91
"Baraúna";"PB";2501534;68,05;33,7;28,29;45,85;73,08
"Barra de Santana";"PB";2501575;69,81;28;30,94;49,7;69,61
"Barra de Santa Rosa";"PB";2501609;70,2;26,8;37,21;47,35;70,05
"Barra de São Miguel";"PB";2501708;68,7;31,5;23,61;31,77;56,6
"Bayeux";"PB";2501807;71,73;22,4;15,49;20,28;49,86
"Belém";"PB";2501906;70,55;25,7;34,08;39,82;66,71
"Belém do Brejo do Cruz";"PB";2502003;71,72;22,4;38,15;38,54;67,03
"Bernardino Batista";"PB";2502052;67,96;34;30,83;51,3;71,46
"Boa Ventura";"PB";2502102;72,38;20,7;29,33;34,05;59,25
"Boa Vista";"PB";2502151;72,73;21,33;16,01;24,29;54,29
"Bom Jesus";"PB";2502201;70,72;25,2;25,16;33,6;62,77
"Bom Sucesso";"PB";2502300;70,14;26,9;30,94;37,31;62,44
"Bonito de Santa Fé";"PB";2502409;72,18;21,2;29,26;40,59;64,8
"Boqueirão";"PB";2502508;70,79;25;24,08;30,31;56,15
"Igaracy";"PB";2502607;72,65;20;32,19;38,65;62,26
"Borborema";"PB";2502706;69,99;27,4;32,56;45,57;69,86
"Brejo do Cruz";"PB";2502805;72,85;19,4;31,58;33,44;59,14
"Brejo dos Santos";"PB";2502904;71,58;22,8;28,37;33,43;63,93
"Caaporã";"PB";2503001;70,41;26,2;23,86;34,74;65,06
"Cabaceiras";"PB";2503100;70,54;25,8;18,04;34,32;59,72
"Cabedelo";"PB";2503209;74,31;16;10,67;15,61;39,32
"Cachoeira dos Índios";"PB";2503308;70,95;24,6;27,27;35,41;57,4
"Cacimba de Areia";"PB";2503407;71,25;23,7;26,83;34,74;65,38
"Cacimba de Dentro";"PB";2503506;71,59;22,8;38,84;43,92;69,39
"Cacimbas";"PB";2503555;65,3;44;36,11;54,82;76,21
"Caiçara";"PB";2503605;68,96;30,6;34,16;36,18;65,56
"Cajazeiras";"PB";2503704;73,87;17;19,45;21,8;44,82
"Cajazeirinhas";"PB";2503753;71,35;23,4;34,81;46,83;76,01
"Caldas Brandão";"PB";2503803;68,39;32,5;35,88;33,13;67,69
"Camalaú";"PB";2503902;71,18;23,9;29,73;39,77;68,25
"Campina Grande";"PB";2504009;73,73;17,3;11,68;16,34;40,74
"Capim";"PB";2504033;68,69;31,5;39,85;45,4;77,37
"Caraúbas";"PB";2504074;67,61;35,2;19,09;32;59,73
"Carrapateira";"PB";2504108;70,91;24,7;28,08;43,95;71,8
"Casserengue";"PB";2504157;68,81;31,1;41,06;60,98;78,02
"Catingueira";"PB";2504207;70,17;26,8;35,77;44,24;67,06
"Catolé do Rocha";"PB";2504306;72,23;21;23,14;25,92;52,61
"Caturité";"PB";2504355;71,91;21,9;22,44;32,76;58,66
"Conceição";"PB";2504405;70,23;26,7;32,72;41,03;65,99
"Condado";"PB";2504504;71,16;24;29,61;36,04;61,53
"Conde";"PB";2504603;72,84;19,5;23,19;33,02;62,34
"Congo";"PB";2504702;68,85;31;28,54;39,52;64,74
"Coremas";"PB";2504801;72,65;20;33,41;39,64;63,49
"Coxixola";"PB";2504850;72,63;20;21,21;33,86;57,61
"Cruz do Espírito Santo";"PB";2504900;71,66;22,6;33,05;41,99;72,41
"Cubati";"PB";2505006;69,51;28,9;27,75;43,48;68,64
"Cuité";"PB";2505105;70,96;24,5;31,72;39,34;62,36
"Cuitegi";"PB";2505204;68,94;30,7;34,36;39,28;66,91
"Cuité de Mamanguape";"PB";2505238;65,96;41,4;41,21;45,65;74,27
"Curral de Cima";"PB";2505279;67,89;34,3;40,5;50,03;72,77
"Curral Velho";"PB";2505303;69,36;29,4;34,92;37,35;63,04
"Damião";"PB";2505352;68,2;33,2;39,66;55,88;77,23
"Desterro";"PB";2505402;68,43;32,4;25,49;45,85;70,34
"Vista Serrana";"PB";2505501;71,35;23,4;25,55;36,01;65,79
"Diamante";"PB";2505600;69,89;27,7;30,3;44,37;69,4
"Dona Inês";"PB";2505709;66,41;39,7;39,32;54,57;72,85
"Duas Estradas";"PB";2505808;72,72;19,8;30,58;41,23;65,28
"Emas";"PB";2505907;71,38;23,4;30,43;40,16;70,87
"Esperança";"PB";2506004;71,04;24,3;26,04;35,6;60,47
"Fagundes";"PB";2506103;69,91;27,7;32,24;45,51;70,12
"Frei Martinho";"PB";2506202;71,18;23,9;29,96;29,34;50,36
"Gado Bravo";"PB";2506251;69,22;29,8;32,83;58,49;79,49
"Guarabira";"PB";2506301;73,73;17,3;20,25;24,23;49,97
"Gurinhém";"PB";2506400;68,67;31,6;37,77;40,47;67,91
"Gurjão";"PB";2506509;68,76;31,3;21,02;32,13;60,59
"Ibiara";"PB";2506608;71,08;24,2;37,98;43,87;68,88
"Imaculada";"PB";2506707;67,87;34,3;30,75;47,71;72,06
"Ingá";"PB";2506806;71,07;24,2;36,42;34,75;64,3
"Itabaiana";"PB";2506905;68,63;31,8;27,46;34,43;60,18
"Itaporanga";"PB";2507002;69,54;28,8;22,84;30,81;54,66
"Itapororoca";"PB";2507101;70,41;26,2;33,62;42,48;69,79
"Itatuba";"PB";2507200;69,51;28,9;38,07;43,44;69,34
"Jacaraú";"PB";2507309;68,18;33,3;32,93;45,62;69,33
"Jericó";"PB";2507408;72,85;19,4;28,8;33,33;63,22
"João Pessoa";"PB";2507507;74,89;16,44;8,11;11,59;30,3
"Juarez Távora";"PB";2507606;71,06;24,2;35,85;42,08;69,37
"Juazeirinho";"PB";2507705;70,2;26,8;26,01;40,72;68,03
"Junco do Seridó";"PB";2507804;67,91;34,2;21,71;33,64;64,81
"Juripiranga";"PB";2507903;65,64;42,7;34,34;46,18;71,6
"Juru";"PB";2508000;70,45;26;33,41;41,84;67,09
"Lagoa";"PB";2508109;69,81;28;33,84;42,27;70,8
"Lagoa de Dentro";"PB";2508208;71,3;23,6;31,9;46,93;71,98
"Lagoa Seca";"PB";2508307;71,15;24;21,26;31,8;57,95
"Lastro";"PB";2508406;69,83;27,9;31,09;38,53;69,89
"Livramento";"PB";2508505;68,94;30,7;23,13;48,84;73,82
"Logradouro";"PB";2508554;71,56;22,8;34,11;38,52;68,54
"Lucena";"PB";2508604;69,03;30,4;25,32;42,91;71,33
"Mãe D'Água";"PB";2508703;67,7;34,9;30,2;46,84;74,47
"Malta";"PB";2508802;73,01;19,1;27,97;32,54;58,16
"Mamanguape";"PB";2508901;70,33;26,4;27,9;37,04;62,94
"Manaíra";"PB";2509008;66,85;38;35,01;47,91;71,04
"Marcação";"PB";2509057;66,43;39,6;33,33;47,34;73,97
"Mari";"PB";2509107;66,5;39,3;35,54;38,18;65,7
"Marizópolis";"PB";2509156;70,16;26,9;27,07;34,8;62,62
"Massaranduba";"PB";2509206;69,8;28;30,75;36,48;68,63
"Mataraca";"PB";2509305;65,49;43,3;27,14;45,29;74,99
"Matinhas";"PB";2509339;69,81;28;31,61;43,67;72,45
"Mato Grosso";"PB";2509370;70,62;25,5;41,52;35,09;66
"Maturéia";"PB";2509396;68,79;31,2;28,13;45,01;68,67
"Mogeiro";"PB";2509404;68,94;30,7;32,28;44,98;70,51
"Montadas";"PB";2509503;69,85;27,8;25,28;39,35;65,4
"Monte Horebe";"PB";2509602;70,29;26,5;29,46;40,78;59,88
"Monteiro";"PB";2509701;67,51;35,6;27,38;31,19;57,69
"Mulungu";"PB";2509800;71,65;22,6;35,24;43,94;69,82
"Natuba";"PB";2509909;67,61;35,2;38,93;54,86;77,11
"Nazarezinho";"PB";2510006;69,83;27,9;31,5;48,25;72,01
"Nova Floresta";"PB";2510105;70,45;26;28,62;40,01;61,86
"Nova Olinda";"PB";2510204;69,61;28,6;31,75;41,01;68,06
"Nova Palmeira";"PB";2510303;70,73;25,2;24,66;39,25;62,04
"Olho D'Água";"PB";2510402;71,53;22,9;33,58;48,89;73,89
"Olivedos";"PB";2510501;70,96;24,5;19,37;48,31;69,5
"Ouro Velho";"PB";2510600;70,86;24,8;22,91;33,36;58,69
"Parari";"PB";2510659;68,98;30,6;20,85;34,6;56,6
"Passagem";"PB";2510709;72,41;20,6;29,23;38,25;66
"Patos";"PB";2510808;74,26;15,27;18,42;18,86;47,06
"Paulista";"PB";2510907;69,79;28;32,2;33,87;58,65
"Pedra Branca";"PB";2511004;70,68;25,3;25,55;45,9;71,39
"Pedra Lavrada";"PB";2511103;68,96;30,6;27,76;38,47;67,23
"Pedras de Fogo";"PB";2511202;71,23;23,8;30,27;41,27;65,97
"Piancó";"PB";2511301;69,17;30;29,26;35;60,46
"Picuí";"PB";2511400;69,7;28,3;24,66;33,95;61,4
"Pilar";"PB";2511509;71,52;23;31,64;41,05;72,62
"Pilões";"PB";2511608;70,99;24,5;36,17;46,12;74,76
"Pilõezinhos";"PB";2511707;73,14;18,7;33,23;40,66;71,28
"Pirpirituba";"PB";2511806;69,69;28,3;29,9;39,96;65,98
"Pitimbu";"PB";2511905;70,2;26,8;27,59;47,7;73,96
"Pocinhos";"PB";2512002;71,73;22,4;25,15;38,75;64,87
"Poço Dantas";"PB";2512036;67,14;36,9;36,46;50,83;75,33
"Poço de José de Moura";"PB";2512077;72,82;19,5;27,03;32,12;57,98
"Pombal";"PB";2512101;72,22;21,1;26,08;26,6;55,34
"Prata";"PB";2512200;71,31;23,5;23,49;33,64;59,57
"Princesa Isabel";"PB";2512309;68,19;33,2;25,33;25,97;52,26
"Puxinanã";"PB";2512408;70,23;26,7;21,59;33,32;60,4
"Queimadas";"PB";2512507;72,73;21,33;22,56;31,78;59,09
"Quixabá";"PB";2512606;69,2;29,9;26,24;34,31;59,96
"Remígio";"PB";2512705;72,83;19,5;30,7;38,78;62,13
"Pedro Régis";"PB";2512721;70,21;26,7;42,86;48,88;73,96
"Riachão";"PB";2512747;70,75;25,2;31,48;47,37;76,03
"Riachão do Bacamarte";"PB";2512754;68,26;33;35,81;40,26;67,85
"Riachão do Poço";"PB";2512762;69,89;27,7;33,63;43,06;71,89
"Riacho de Santo Antônio";"PB";2512788;69,12;30,2;24,64;33,46;62,92
"Riacho dos Cavalos";"PB";2512804;70,14;26,9;32,64;37,61;70,48
"Rio Tinto";"PB";2512903;69,51;28,9;26,56;40,28;64,34
"Salgadinho";"PB";2513000;69,31;29,5;33,02;42,28;69,93
"Salgado de São Félix";"PB";2513109;71,2;23,8;36,87;45,74;72,64
"Santa Cecília";"PB";2513158;66,94;37,7;35,61;50,59;74,96
"Santa Cruz";"PB";2513208;71,73;22,4;28,18;30,87;54,4
"Santa Helena";"PB";2513307;72,16;21,3;26,11;36,89;62,36
"Santa Inês";"PB";2513356;67,35;36,2;32,15;48,87;76,01
"Santa Luzia";"PB";2513406;73,23;18,5;20,02;28,12;52,22
"Santana de Mangueira";"PB";2513505;70,36;26,3;36,29;58,22;80,61
"Santana dos Garrotes";"PB";2513604;71,3;23,6;35,17;36,73;61,34
"Santarém";"PB";2513653;70,91;24,7;35,85;34,96;67,07
"Santa Rita";"PB";2513703;71,43;21,18;20,61;26,14;55,93
"Santa Teresinha";"PB";2513802;74,19;16,2;27,14;37,24;66,46
"Santo André";"PB";2513851;72,79;19,6;27,15;32,13;61,87
"São Bento";"PB";2513901;71,16;24;33,59;28,67;59,08
"São Bentinho";"PB";2513927;72,22;21,1;32,8;36,03;62,52
"São Domingos do Cariri";"PB";2513943;71,38;23,4;23,81;28,06;52,5
"São Domingos";"PB";2513968;70,21;26,7;38,55;34,76;67,33
"São Francisco";"PB";2513984;68,58;31,9;31,46;34,4;63,28
"São João do Cariri";"PB";2514008;72,79;19,6;18,73;28,35;54,39
"São João do Tigre";"PB";2514107;70,45;26;35,78;48,97;73,35
"São José da Lagoa Tapada";"PB";2514206;68,34;32,7;42,35;43,46;69,99
"São José de Caiana";"PB";2514305;70,7;25,3;32,19;39;64,57
"São José de Espinharas";"PB";2514404;72,41;20,6;32;42,46;67,17
"São José dos Ramos";"PB";2514453;69,26;29,7;38,36;46,85;74,39
"São José de Piranhas";"PB";2514503;70,31;26,4;25,03;32,25;55,68
"São José de Princesa";"PB";2514552;70,89;24,7;31,1;37,83;66,36
"São José do Bonfim";"PB";2514602;67,76;34,7;26,58;40,09;66,17
"São José do Brejo do Cruz";"PB";2514651;71,58;22,8;27,92;45,47;69,85
"São José do Sabugi";"PB";2514701;71,88;22;27,22;28,25;56,84
"São José dos Cordeiros";"PB";2514800;71,69;22,5;22,64;43,76;69,9
"São Mamede";"PB";2514909;70,87;24,8;24,75;29,02;55,31
"São Miguel de Taipu";"PB";2515005;68,26;33;40,92;49,99;76,78
"São Sebastião de Lagoa de Roça";"PB";2515104;72,67;19,9;26,02;40,51;63,74
"São Sebastião do Umbuzeiro";"PB";2515203;70,8;25;25,13;39,48;63,39
"Sapé";"PB";2515302;67,64;35,2;30,8;36,79;68,21
"Seridó";"PB";2515401;67,83;34,5;22,86;45,71;72,23
"Serra Branca";"PB";2515500;71,22;23,8;19,85;29,43;56,6
"Serra da Raiz";"PB";2515609;72,5;20,4;31,81;34,68;65,87
"Serra Grande";"PB";2515708;69,69;28,3;30,81;36,51;68
"Serra Redonda";"PB";2515807;71,3;23,6;31,9;38,17;60,7
"Serraria";"PB";2515906;71,71;22,4;41,2;47,72;72,16
"Sertãozinho";"PB";2515930;71,16;24;28,43;38,87;62,96
"Sobrado";"PB";2515971;70,17;26,8;33,3;44,39;72,04
"Solânea";"PB";2516003;70,69;25,3;31,21;40,38;63,63
"Soledade";"PB";2516102;71,31;23,6;20,08;32,04;59,59
"Sossêgo";"PB";2516151;71,13;24;31,34;46,95;71,11
"Sousa";"PB";2516201;73,84;16,24;22,53;24,19;51,61
"Sumé";"PB";2516300;70,88;24,8;25,49;30,91;58,32
"Tacima";"PB";2516409;68,58;31,9;30,76;49,73;76,55
"Taperoá";"PB";2516508;69,92;27,6;28,22;37,33;65,02
"Tavares";"PB";2516607;71,59;22,8;30,95;41,15;66,91
"Teixeira";"PB";2516706;69,46;29;23,97;45,28;67,24
"Tenório";"PB";2516755;67,43;35,9;29,09;28,42;61,3
"Triunfo";"PB";2516805;71,79;22,2;28,54;33,88;58,66
"Uiraúna";"PB";2516904;72,82;19,5;26,73;28,46;58,2
"Umbuzeiro";"PB";2517001;67,69;35;35,17;47,97;71,04
"Várzea";"PB";2517100;73,01;19,1;13,3;21,01;42,47
"Vieirópolis";"PB";2517209;70,7;25,3;37,93;39,28;65,56
"Zabelê";"PB";2517407;68,48;32,3;22,99;32,71;61,19
"Abreu E Lima";"PE";2600054;72,46;20,1;10,15;20,2;46,99
"Afogados da Ingazeira";"PE";2600104;73,39;17,8;23,12;31,66;56,98
"Afrânio";"PE";2600203;70,68;24,9;25,78;46,77;69,98
"Agrestina";"PE";2600302;70,57;25,3;32,35;33,9;61,08
"Água Preta";"PE";2600401;70,64;25;30,66;48,36;78,1
"Águas Belas";"PE";2600500;66,44;39;40,23;50,88;72,41
"Alagoinha";"PE";2600609;73,04;18,6;26,62;37,1;64,87
"Aliança";"PE";2600708;72,93;18,9;27,22;35,28;71,24
"Altinho";"PE";2600807;72,54;19,9;34,63;42,07;66,91
"Amaraji";"PE";2600906;69,89;27,3;30,92;37;67,92
"Angelim";"PE";2601003;70,08;26,7;33,4;48,55;70,9
"Araçoiaba";"PE";2601052;70,87;24,4;24,04;36,6;68,93
"Araripina";"PE";2601102;72,12;21;25,33;37,84;63,82
"Arcoverde";"PE";2601201;72,95;18,9;17,57;28,8;51,54
"Barra de Guabiraba";"PE";2601300;68,54;31,6;34,84;41,45;68,73
"Barreiros";"PE";2601409;68,82;30,6;23,56;42,13;69,95
"Belém de Maria";"PE";2601508;69,95;27,1;32,49;47,98;72,27
"Belém do São Francisco";"PE";2601607;72,06;21,1;21,71;40,02;65,36
"Belo Jardim";"PE";2601706;71,95;21,4;24,82;27,81;53,78
"Betânia";"PE";2601805;69,53;28,4;32,98;49,63;71,58
"Bezerros";"PE";2601904;70,1;26,6;28,12;30,07;56,75
"Bodocó";"PE";2602001;69,67;27,9;29,91;49,61;70,37
"Bom Conselho";"PE";2602100;67,22;36,1;34,05;48,42;68,79
"Bom Jardim";"PE";2602209;70,99;24;30,14;39,36;66,77
"Bonito";"PE";2602308;70,26;26,1;31,6;44,81;71,13
"Brejão";"PE";2602407;68,51;31,6;31,86;44,83;72,71
"Brejinho";"PE";2602506;65,84;41,3;25,37;37,49;61,3
"Brejo da Madre de Deus";"PE";2602605;69,06;29,8;32,31;31,16;61,59
"Buenos Aires";"PE";2602704;71,66;22,2;28,11;36,4;66,85
"Buíque";"PE";2602803;69,75;27,7;40,18;62,2;80,25
"Cabo de Santo Agostinho";"PE";2602902;73,74;17,2;13;19,71;46,81
"Cabrobó";"PE";2603009;71,39;22,9;23,71;43,43;69,41
"Cachoeirinha";"PE";2603108;70,18;26,4;32,13;33,67;58,53
"Caetés";"PE";2603207;68,94;30,2;38,63;59,51;77,46
"Calçado";"PE";2603306;68,84;30,6;32,38;51,63;73,67
"Calumbi";"PE";2603405;67,9;33,7;32,6;40,42;65,55
"Camaragibe";"PE";2603454;73,28;18,1;10,79;16,91;43,89
"Camocim de São Félix";"PE";2603504;69,25;29,2;31,95;38,93;65,22
"Camutanga";"PE";2603603;70,58;25,2;26,87;34,99;64,2
"Canhotinho";"PE";2603702;68,48;31,7;36,31;49,04;71,61
"Capoeiras";"PE";2603801;69,74;27,7;31,88;45,24;72,72
"Carnaíba";"PE";2603900;68,62;31,3;27,07;45,99;70,05
"Carnaubeira da Penha";"PE";2603926;70,3;26;27,46;62,04;79,34
"Carpina";"PE";2604007;73,36;17,9;16,09;23,54;52,86
"Caruaru";"PE";2604106;72,96;18,91;15,58;16,31;39,22
"Casinhas";"PE";2604155;68,25;32,5;31,43;44,08;72,67
"Catende";"PE";2604205;70,59;25,2;26,79;40,34;66,18
"Cedro";"PE";2604304;68;33,4;22,32;44,63;69,88
"Chã de Alegria";"PE";2604403;70,69;24,9;24,69;36,63;67,36
"Chã Grande";"PE";2604502;73,18;18,3;30,8;36,09;63,4
"Condado";"PE";2604601;67,79;34,1;27,23;36,09;66,26
"Correntes";"PE";2604700;68,57;31,4;32,51;45,52;70,82
"Cortês";"PE";2604809;67,42;35,4;28,89;42,14;70,67
"Cumaru";"PE";2604908;68,18;32,8;32,07;40,11;68,24
"Cupira";"PE";2605004;70,8;24,6;30,69;29,9;57,53
"Custódia";"PE";2605103;67,33;35,7;27,21;30,61;56,37
"Dormentes";"PE";2605152;69,46;28,6;26,22;37,74;68,03
"Escada";"PE";2605202;71,83;21,7;21,7;25,31;59,87
"Exu";"PE";2605301;71,47;22,7;25,22;52,25;74,87
"Feira Nova";"PE";2605400;73,43;17,7;29,32;33,53;59,54
"Fernando de Noronha";"PE";2605459;75,36;13,4;5,01;2,2;5,12
"Ferreiros";"PE";2605509;72,24;20,6;28,44;30,13;63,39
"Flores";"PE";2605608;69,67;27,9;32,94;42,68;66,47
"Floresta";"PE";2605707;71,52;22,6;18,4;35,02;59,49
"Frei Miguelinho";"PE";2605806;70,47;25,5;31,52;33,96;59,84
"Gameleira";"PE";2605905;70,54;25,3;26,69;41,67;74,09
"Garanhuns";"PE";2606002;72,69;19,5;17,57;26,72;51,18
"Glória do Goitá";"PE";2606101;70,88;24,3;29,98;40,22;66,88
"Goiana";"PE";2606200;71,75;21,9;18,56;30,42;59,36
"Granito";"PE";2606309;71,4;22,9;27,12;48,35;69,98
"Gravatá";"PE";2606408;72,63;19,6;22,27;25,1;53,37
"Iati";"PE";2606507;71,09;23,7;39,37;52,28;75,87
"Ibimirim";"PE";2606606;67,33;35,7;31,97;47,87;73,55
"Ibirajuba";"PE";2606705;70,16;26,5;35,41;41,7;68,06
"Igarassu";"PE";2606804;71,83;21,7;14,2;20,9;51,4
"Iguaraci";"PE";2606903;71,19;23,5;28,45;43,66;64,3
"Inajá";"PE";2607000;67,66;34,5;35,98;63,21;79,89
"Ingazeira";"PE";2607109;70,96;24,1;26,87;39,35;66,99
"Ipojuca";"PE";2607208;71,44;22,8;20,64;27,22;55,78
"Ipubi";"PE";2607307;67,72;34,3;30,23;47,4;72,96
"Itacuruba";"PE";2607406;67,7;34,4;21,56;31,69;62,94
"Itaíba";"PE";2607505;66,25;39,7;39,73;49,22;71,8
"Ilha de Itamaracá";"PE";2607604;73,55;17,4;15,34;35,54;61,12
"Itambé";"PE";2607653;68,59;31,4;30,5;38,89;66,41
"Itapetim";"PE";2607703;67,25;36;25,63;36,76;57,37
"Itapissuma";"PE";2607752;70,85;24,4;18,53;33,57;65,92
"Itaquitinga";"PE";2607802;67,87;33,8;27,72;35,61;66,74
"Jaboatão dos Guararapes";"PE";2607901;74,82;15,95;9,13;17,61;42,63
"Jaqueira";"PE";2607950;70,07;26,7;32,67;48,84;75,88
"Jataúba";"PE";2608008;67,74;34,3;34,29;41,76;68,66
"Jatobá";"PE";2608057;71,52;22,6;22,63;38,48;59,16
"João Alfredo";"PE";2608107;68,18;32,8;35,7;37,34;62,41
"Joaquim Nabuco";"PE";2608206;65,55;42,5;29,65;36,26;65,89
"Jucati";"PE";2608255;65,87;41,2;32,67;44,61;70,66
"Jupi";"PE";2608305;66,88;37,4;32,19;41,93;65,45
"Jurema";"PE";2608404;65,87;41,2;37,95;48,57;74,52
"Lagoa do Carro";"PE";2608453;72,31;20,5;23,66;32,8;62,19
"Lagoa de Itaenga";"PE";2608503;71,44;22,8;26,86;37,41;68,06
"Lagoa do Ouro";"PE";2608602;68,99;30,1;40,14;48,01;70,81
"Lagoa dos Gatos";"PE";2608701;68,49;31,7;39,05;41,7;65,92
"Lagoa Grande";"PE";2608750;67,28;35,9;24,43;32,76;63,02
"Lajedo";"PE";2608800;70,5;25,4;26,23;33,28;56,52
"Limoeiro";"PE";2608909;72,81;19,2;20;24,77;51,8
"Macaparana";"PE";2609006;71,7;22,1;31,59;38,14;65,11
"Machados";"PE";2609105;70,99;24;29,35;42,83;68,41
"Manari";"PE";2609154;65,89;41,1;39,85;60,91;81,03
"Maraial";"PE";2609204;66,85;37,5;35,09;49,51;77,77
"Mirandiba";"PE";2609303;71,12;23,7;23,67;58,12;79,61
"Moreno";"PE";2609402;73,28;18,1;16,83;30,11;59,07
"Nazaré da Mata";"PE";2609501;72,31;20,5;19,2;26,63;57,05
"Olinda";"PE";2609600;75,16;14,79;7,03;15,18;36,97
